"id","name"
4654752425602,"Booking approval process (manual) live"
4654752425606,"Booking approval process via PIM live"
4654752425685,"Dev KPI's in Master sheet"
4654752425707,"࿃ Developer hired Q1"
4654752425731,"Derek's translations tool live"
4654752425740,"GO demo op productieomgeving draaien"
4654752425746,"External integration policy clear and communicated"
4662708326368,"Fake it until you make it"
4662398756850,"࿃ Lead Link"
4662606022197,"GTD+HOLA kick ass hebben staan!"
4663815076975,"Training page structure A/B test live"
4663815076983,"Criteo banners live"
4663825175217,"Data process improved"
4663825175221,"Options next to Mozenda evaluated"
4663825175225,"Database gecleaned"
4664945759608,"Subject data quality metrics inzichtelijk"
4665396913577,"Backlogs gesplitst"
4665396913584,"Page speed improved"
4665396913595,".COM specifieke verbeteringen live"
4665396913601,"Roadmap compleet"
4665396913604,"Ongoing ingepland"
4665396913616,"Ervaringen publiceren workflow optimized"
4665396913646,"Server side A/B test tool live"
4665396913653,"☯ Open aanvragen 2.0 live"
4667066461195,"Provider email flow optimized"
4667321626658,"COM 3 Portals Live gezet"
4667371257577,"ManagementSite test ""Verandermanagement"" live gezet"
4667371257597,"ManagementSite test ""Leidinggeven verbetering"" live gezet"
4667371257616,"LCD screen updated met Master sheets"
4665396913752,"Product Management Cursus gevonden"
4665396913767,"Prominente filters live"
4668563123425,"Master KPIs gemaakt voor Sales"
4668980841041,"Nieuwsbrief users mei verstuurd"
4663815077063,"Alliander afspraak krijgen voor Go sales"
4684726496750,"Email interface verbeterd"
4685833292165,"♞ Staats WBDB´s gekwalificeerd"
4685833292187,"♞ Raamovereenkomst VDP gesloten"
4684533494044,"DE Marketing"
4684533494066,"User Support verbeteren"
4684603513497,"Vertaalding"
4685888825016,"Mozenda issues resolved"
4685833292219,"♞ YouTube DE Videos back online"
4685888825093,"UK instituten imported/ -not published"
4688724742147,"5 verbeteringen doorgevoerd user support"
4686484464254,"☂ Zanox "
4703681552814,"Main Data Quality metric designed"
4704548792230,"☂ developers.springest.com live"
4704548792245,"Importer live"
4703472850018,"☂ In-Company DE uitleg verbeterd"
4703472850081,"☂ Newsletters uitgestuurd"
4705297784474,"April Mail maand"
4709022341867,"Eerste 10 aanbieders met CPS boekingen deal live"
4711556996698,"Detmar ruby reporting mogelijk gemaakt"
4719070546064,"Development CTO"
4721827527589,"Pdf brochure live"
4726763184393,"Feedback interface voor users geimplementeerd "
4727307144307,"Data Helpdesk Pimped (go as docs)"
4724825368657,"≡ Provider marketing ideas"
4724825368684,"Schouten Nelissen groep contract met directie afgesloten"
4723755876845,"♞ Neues betahaus angemeldet ★★★"
4728088422708,"Referral codes op Udemy links zetten"
4735889604364,"≡ Design Ideas"
4740189151293,"500 Masters/ MBAs added to .COM"
4740877600351,"Helpdesk updated"
4740877600362,"Admin helpteksten helpend gemaakt"
4742967656709,"DE trainings van 15 institutes updated"
4742967656731,"DE 500 trainings erbij van 15 institutes "
4742967656784,"UK 10 institutes + 750 trainings toegevoegd"
4740458034650,"Bildungsmarketing Blog revitalized"
4774385814303,"PDF brochure CTA test"
4774385814314,"Subject page big sidebar filters live"
4786034619193,"Mediapartners NL in Pipeline"
4786034619195,"Paagrank upgrade"
4786034619201,"≡ Search Advertising LOG"
4786034619203,"Adwords account overgenomen van Joey ★★★★★"
4786034619205,"60 V&A's live (new+backlog) ★★"
4786034619207,"API & RSS backlog problemen gefixt ★★★★"
4786034619209,"2 nieuwe partners live ★★"
4786034619211,"UK & COM 1e basic SEO fix gedaan ★★★★★"
4786034619215,"FindyourMBA integratie  ★★★★★"
4790446911642,"≡ Nuttige software (mogelijk)"
4785559824553,"20000 Courses Com"
4785559824562,"UK: 1800+ trainings imported"
4785559824566,"≡ DE: Institutes in need of update"
4806508374245,"≡ Marketing / Users ideas (processed BS'19)"
4808432203776,"Wijzigingen 3 followup mails doorgevoerd om user-spam te verminderen"
4808817119430,"Over Springest upcleanen"
4812636332223,"♕ How to run a startup "
4817986634301,"♆ NL Acquisitie - Bannering"
4826670622633,"Added Deals to all imported institute to PipeLineDeals"
4828851862992,"≡ Search"
4831388228064,"3 Integraties Live"
4828851863017,"☺ ≡ Content NL+UK+.COM"
4831388228072,"Brochures New Version UK"
4828851863025,"Linkbuilding!!!"
4831388228096,"Visitekartjes aanmaken en besteld"
4833234704126,"Affiliate Networks NL + UK & DE & BE Killed"
4831388228155,"≡ UX Ideas"
4831388228160,"♞ Buzzstream + Mediapartners DE gemegeerd naar Pipeline"
4844808851794,"Review Widgets in Pipeline"
4845641401692,"≡ Ruben's blog article Ideas"
4847500461624,"≡ Internal tutorials"
4847706141260,"Admin Helpdesk UK Vertaald"
4848421189473,"Tussentijdse meting org.scan"
4865605420688,"≡ Support Ideas"
4870425799015,"Fix multiple URL index issue Google"
4857889832528,"One-off campaign gestuurd naar test completers"
4857889832539,"3 month followup mail live"
4857889832551,"Mail opgezet voor followup UK-aanvragers over enrollment"
4875419291658,"☁☁ H1's international geoptimized"
4875721275166,"Traffic Dip Analyzed"
4875573357305,"Telephone system working and right"
4875573357307,"Other supportlayers add to Zendesk"
4881433107585,"≡ See Read Listen"
4897017507550,"Go's en partnersites in Springestbeheer clean-up"
4898569942337,"UK strings naar normaal niveau gebracht"
4901314969990,"Exit poll NIDAP (met eventuele edits) in SurveyGizmo gezet"
4904209948708,"Transactional mail overgang naar Mandrill uitgevoerd"
4920812519274,"≡ Retention ideas"
4940912848988,"All Logo's uploaded for institutes .com/ mba's"
4943770277646,"≡ Keurmerken / Associations Ideas"
4943770277659,"Big Ass PR gekregen voor Springest GO met Nidap"
4943770277668,"Mediapartner Optimize Round 1"
4987286896518,"☁ Openstaande facturen geind - 3 maanden en ouder "
4986785503556,"♲ Kaizend Automatische Incasso  / Direct Debit for all providers"
4988144960219,"UK Invoicing UK task list"
4986785503567,"≡ Debbie Finance & Hackday Ideas"
4986785503582,"☁ Suppliers in Pipeline gezet / Contractmanagement opgezet"
4986843899376,"Zakelijk / GO campaigns live"
4992327526150,"Admin Helpdesk UK Online"
4992901355925,"BE 3 Portals Live gezet"
4992327526199,"Users Helpdesk UK Online"
5012061651047,"☺ UK Search"
5006587899063,"Subject provider visibility metric MVP done"
5006587899110,"Lening & Krediet bij Rabo afgesloten"
5037206136571,"♞ Internationaler Bund als Partner"
5037735851048,"≡ SEO ideas (processed BS '19)"
5037206136578,"≡ Governance Agenda"
5037206136582,"New Project"
5037206136649,"♞ Learntec Beurs // Samenwerking Live"
5037206136687,"♞ Fernstudium DE aanpakken"
5038091074561,"Blogpost over thuisstudie / e-learning geschreven"
5043526964215,"1, 2 & 3 month followup mail live"
5056963262625,"Traffic UK fixed"
5057405876456,"Clean metrics support"
5057405876575,"≡ ZD ideeën"
5060863489107,"Solr patch wiki artikel geschreven"
5060863489116,"Input voor dev KPI's deels geautomatiseerd"
5062201508185,"≡ Possible projects Rik"
5062056076428,"≡ Content ideeën"
5063298890966,"≡ Email flows"
5056705102739,"Published DE providers (scraped) in April 2013 contacted"
5059346619363,"API Documentatie live"
5075682980148,"☂ Facturatieshit opgelost"
5075656143967,"⌘ Product Tactical (old)"
5075928301475,"Followup mail naar in-company aanvragers gestuurd"
5059346619484,"Go demo op productie live"
5059346619528,"⌀ Someday / Maybe"
5075358589134,"Testwidget - Springest Tests als linkbait "
5075358589150,"Springest = de hub voor Opleiders om expertise en kennis te showen bij mediapartners"
5081146482911,"≡ Devops Ideas"
5081146482922,"Issues opgeschoond"
5091865526469,"Content marketing strategy klaar"
5091865526539,"top 20 (Adwords) Subjects NL SEO Optimized"
5091865526614,"404 's by deleted content geven optimized 200"
5118279600883,"≡ Devops Backlog"
5122353433721,"Partnerships"
5119056576933,"♞ Loechter voorstel van samenwerking binnen ★★★★"
5123742240478,"20.000 reviews + Edukans donatie Linkbuilding/PR benut"
5139800042680,"Imports fixen/opnieuw starten"
5141019080930,"≡ Tutorial PLD-MailChimp: exporting lists & sending emails"
5141752761332,"Nieuwsbrief users April verstuurd"
5141966981213,"❤ Twitter Follower benaderd "
5143148333835,"Intermediair content geleverd voor wekelijkse / maandelijkse publicaties"
5145541518625,"≡ Importer Backlog"
5147004994606,"≡ Import ideas / free courses"
5147004995256,"Reed Business omgezet naar 1 instituut"
5161998451927,"Problemen Date up gefixt"
5161998451986,"kluwer content vernieuwd"
5163069550159," 1e International content/PR campaign succesvol uitgerold"
5161998452009,"pc college updated"
5164286085940,"Wikipedia Pages"
5161578660031,"❤ ❤ Review- flow verbeterd "
5165511806334,"☂ Translation tool ported"
5181856599739,"❤ Absolventen Sites benaderd"
5181811027344,"In-company request-brochure possibility killed"
5184881459964,"Akademie Heidelberg"
5185651391333,"Review Actie opgezet en gestart "
5200648237589,"duplication van training' namen (slug-1) in systeem opgelost"
5202074142511,"≡ NL/ DE Opleiders met XML FEED"
5202482890089,"Springfest-wordt-5 georganiseerd!"
5209949903419,"Banneromzet verhogen"
5227776137146,"JSB en Oveducon een traffic push gegeven"
5227776137161,"Searches Creeeren via Email vanwege reviewfeest"
5229597907638,"≡ Linkbuilding UK "
5229597907646,"3 links van Edublogs in UK geregeld"
5229597907656,"Dode links verwijderd"
5229597907664,"Reviewplugin Artikel done"
5229597907674,"Sitemaps 2.0 live"
5229597907698,"Opleiderspagina's optimized"
5232069086989,"testwidget V2"
5232069087050,"MOL geupdate op management opleidingen/incompany/evt.MBA"
5263703820291,":) waiting f"
5263641186218,"≡ Sales ideas"
5299747169443,"♆ 75 Partnerships "
5298923943941,"€ 1.500.000,- / Axivate / Eindeit backups"
5324605196189,"Baby gear Springest logo ontworpen"
5324605196194,"Partner deurborden besteld"
5323758676202,"Findyourmba institute profiles migrated"
5327293879941,"☯ 15 Trustpilot reviews verzameld"
5327843740206,"Alle QA's beantwoord"
5327770124475,"Ook-aanvragen proces nieuwe UX test live"
5327770124479,"MVP subject page training removal live"
5324497335919,"Domainable and filters improved"
5324772986492,"♲ Invoicing.COM set up"
5324397125493,"SOLR output SEO optimized hebben"
5324397125512,"UK top 20 subjects SEO optimized"
5334163582645,"Quick $3bn Asana fixes voor .com"
5343107898924,".COM Linkbuilding"
5344069204566,"☁ Trustpilot presentjes weggeven - Boekenbonnen "
5346572997700,"≡ Mediapartner Backlog"
5363853257470,"♲ Facturatie FAQ verwerkt in mail, admin en helpdesk "
5367926020983,"☯ Review Widget pushen bij opleiders"
5363346546603,"Keine Eile / Later"
5384720128667,"SOLR output fixen"
5394037163977,"Aanbieders met inactieve XML gecontacteerd"
5394037164005,"PDF uploader optimized"
5414443280345,"NL invoicing task list"
5414258787831,"Review-Widget duidelijk gemaakt & verkocht"
5414258787863,"≡  Linkhunt opnieuw gestart /prospects"
5430486603926,"Getronics GO aangemaakt"
5430047830135,"Logistiek.nl gefixt"
5444487528645,"Springest Webcasts"
5444209998606,"Randstad demo icm Maassen (' dossier' ) live"
5453658546508,"Public Springest Tasks"
5461907353994,"Reviews van andere sites overgenomen"
5479100721054,"Bold refocussen site-wide"
5479100721068,"Training page PDF CTA met brochure-icon live"
5479100721074,"TY-Page optimization popover Split A/B test live"
5479435073545,"Splicky live"
5479509284261,"Bucketlist DE"
5494388125050,"De Baak Fixes voor betere relatie"
5494388125096,"≡ Connect Abroad"
5494388125114,"€100.000,-"
5514828250865,"UK mediapartner search launched"
5518191289315,"New Project"
5516723883532,"Top 100 Subjects gecheckt"
5514828250882,"FD artikel uitbuiting done"
5523485318708,"♆ Update NL Brochure"
5534696422130,"‡ Device testing"
5553590723941,"MP B&U media live"
5569629830062,"404's voorkomen"
5588133068739,"NCOI / NCOI opl updated + pdfs"
5597758661545,"Adwords ready for Enhanced Campaigns"
5597758661549,"GA + Paagrank subject info"
5597758661562,"API bevat filter om niet dealtrainingen uit te zetten"
5597992057033,"Zorghart API gekoppeld"
5597758661566,"Thuisstudie.nl draait op Springest landensite"
5614040778341,"SDU uitgevers back online"
5627153537795,"☁☁☁ DE mooi gemaakt"
5627153537812,"☁ Suche optimized"
5616716746754,"≡ HR Go Intro"
5627616407460,"1 of meer Keurmerken Springest geplaatst"
5629638958928,"Added PDF files to top 20 institutes with most deals in DE"
5633861880245,"Adformatie Groep gepartnerd"
5640894974693,"MP ikalsmiddel.nl live"
5640894974704,"CAROB optimaliseren"
5640894974727,"MP Adfo Group Live"
5642744707239,"MP Free Media Group live"
5642744707251,"MP educationbusinessuk.net Live"
5640894974743,"SOH Marketing/Traffic Push"
5662566088036,"30000 courses on UK"
5662839062371,"Downtime door Solr index opgelost"
5662712838298,"Linkedin page & Strategy ready for Sanfrancisco"
5662712838314,"paywizard.co.uk optimized"
5662712838327,"Associate degree toegevoegd als filter"
5662712838350,"M4N over naar API"
5659320425258,"☂ Thuisstudie.nl gemaakt"
5665622708482,"☁ DE Invoicing to do's"
5694927706575,"MVP's live bij 5 nieuwe mediapartners"
5707388738664,"Incompany traffic push via partners en adwords"
5707388738703,"Mediapartners Traffic&Conversie verbeteren met 50%"
5742666372594,"Script 404 ready as a Rake task"
5742666372604,"Tested price monitoring tools to validate if useful"
5740933170214,"Database Tools Maken"
5741183824983,"☁ Controversial Invoices solved "
5755929235419,"Associations Page Redesignen"
5773935135868,"Booking Approval flow built"
5784670158981,"Reviews improved"
5773935135910,"☂ Quick Fix Filters"
5786230307593,"Springest met vette link op nu.nl en/of telegraaf.nl en/of AD.nl en/of Parool.nl en/of NRC.nl "
5784670159056,"Script to preprocess startdates to our XML standards"
5786753534503,"Zorg Categorie optimaliseren"
5801675169952,"rendement van de Traffic op de Artikelen optimized voor NL"
5802799962116,"KPI Master automated met DB en API connecties"
5804990277483,"New Project"
5804990277497,"♆ Sales Actions"
5855917297914,"⌘ Infrastructure Tactical"
5858254980691,"Leads/user van ~1.25 terug naar base-level ~1.5"
5858245769102," .COM on page SEO project"
5890155613698,"UK institutes ready for COM"
5894306766251,"☁ Adyen Refused Payments opgelost"
6052006069030,"New Project"
6052028114202,"Informatie-aanvragen-bedankt gefixed"
6065053054836,"Xing cooperation explored "
6086893869326,"⌘ Infrastructure Governance"
6124477441177,"≡ Chat related issues"
6125055983499,"Damage van /vergelijken voor juni goedmaken"
6143328905900,"Search problemen solved / Elastic Search wishes"
6189559801927,"≡ NCOI LABELS fixed"
6190569899614,"NCOI aan XML gekoppeld hebben"
6192289971553,"API Procedures Afgestemd"
6302851509285,"☁ Investor KPI's & Finance overviews"
6302851509320,"☁ Crediteuren"
6302361959159,"✈ ✈ ✈ Slechte subjects verbeterd qua SEO"
6339578106106,"impact reviews bepalen"
6358867918662,"A/B test no duplicate institutes in relateds"
6359430087767,"RSM followup Klaas klachten"
6363381496694,"SEO CTR verbeteren"
6363298801234,"In-company Linkbuilding"
6363381496717,"Filters & Keurmerken SEO"
6374704170262,"International Mediapartner Campaign"
6359035759819,"Leads, leads everywhere!!"
6392023404925,"SnailMail killen"
6415696514379,"Changelog subjects live"
6397796502885,"✈ ✈ ✈ Zorg aanbieder gecheckt"
6416121619635,"DE Updated VAT included field"
6415220632616,"☯ International Admin"
6418391461136,"5 subjectlinks verpleegkunde gescoord "
6431124535280,"Alliander API en Go Demo in use"
6431124535307,"Deloitte afspraak voor Go gekregen"
6432635628522,"UK/COM marketer found"
6432578161555,"≡ Import requests via - CSV / XML"
6434920700089,"Support overnemen tijdens Annika's vakantie "
6436753655992,"String fixes in codebase"
6437332070650,"♣ Stability Issues Solved"
6437332070662,"⌘ Alignment Tactical & Governance"
6437332070735,"♣ Mysql to Postgres"
6465523688084,"Moar Deals, Moar Domination"
6469198135558,"DE Added 10 interesting (Zorg) opleiders"
6480692674143,"☁ Medienpartner Integrationsblog"
6481392045461,"Overdracht Pierrot "
6506411617672,"Go Providers: Booking Ready to 40%"
6508130999089,"Intermediair Learnmatch test live"
6572482376213,"Server stability improved"
6572520403651,"SpringSense MVP live"
6575488135471,"Free courses / gratis trainingen"
6579195931087,"AB test - Link 'Startdatum: onbekend (opvragen)' + context-box boven form + :message hidden meesturen"
6579415132196,"Backend & Mixpanel gebruiken voor A/B tests"
6593114893207,"Lumesse imported"
6610031180179,"✈✈ ✈ ✈  Blitzkrieg: Buchhaltung /  Rhetorik / Projektmanagement"
6626657248473,"¶ Pending Tests"
6708677082071,"☯ Contact/Studiegids Kill"
6713347335774,"Javascript in Acceptance tests werkend"
6713347335778,"Javascript validatie met Rails validatie geintegreerd"
6713347335782,"☯ MySpringest Integratie"
6913477574794,"Public naar Go Lead generation funnel optimized"
6987776077828,"♲ WWWW AMS event               "
7020925706650,"Startdata verbeterd (datum and plaats)"
7020925706680,"duration field verbeterd"
7020006616738,"☯ Custom Price Refix"
7040689083034,"devblog.springest.com ported"
7046295861397,"Admin users self-manageable"
7046033010153,"♞ Neue Medien Gesellschaft Ulm // Samenwerking Live"
7046295861401,"Launch smart help pop-up to guide users through our website"
7046295861409,"Springest Go bij superuseraccounts introduceren"
7048165018593,"Domainable Interface"
7045817351570,"✈ ✈ ✈ SEO Opties getest"
7046029884228,"Overdracht Debbie's Holiday Completed"
7045817351585,"✈  Blitzkrieg review actie"
7041748483196,"God Admin"
7065062980466,"❤ ❤ Paagrank longlongtail aangemaakt"
7083823368031,"Sales deal-making guidance views in Admin"
7087471106906,"Rackspace meeting"
7118420567032,"Conversion API"
7118948134296,"Bump down trainings on subjects based on clickthrough data"
7135022538163,"FYMBA provider sponsorships migrated "
7135022538412,"≡ HH Default Agenda"
7144950502536,"Atos Go Trial"
7161429183303,"Search optimizedt"
7177052156854,"Partnership MVO Nederland live"
7193100919174,"2000 courses to DE"
7210885254514,"Quality Checks"
7212483490010," Battle Plan NCOI opzegging how to replace them"
7215184536566,"Axel Springer intro's made bij classified & magazines & job portals"
7236379658248,"Ɣ Blog Posts"
7237234688773,"KPI sheets terug in de tijd invullen "
7237195629603,"SEO Snippets updated"
7237328388182,"Rake task to add startdates in DE "
7237195629622,"2013 SEO Boost"
7257607524783,"≡ Test / Assesment Ideas"
7259281738664,"Losse issues betere response time"
7262416177543,"Wake m up to smell the coffee"
7277221426199,"Traffic conversion problems solved"
7277221426250,"MP Stepstone.nl live"
7277221426329,"MP Nationale Beroepengids.nl Optimized"
7294863333045,"Harvest gebruiken"
7294863333057,"Nuon Go aangemaakt"
7298049706970,"API speed improved"
7311006297588,"Focus meeting germany"
7298049706975,"API cleanup"
7337377694126,"Appsignal meeting"
7338377136586,"Learning Lists"
7339123713646,"Beste Opleider van Nederland 2013 linkbait/branding"
7354463909581,"Postgres migratie"
7354244499750,"One or more scripts created for data quality checks"
7360023894843,"Subjects optimize for search & Conversion"
7373356398323,"≡ Tracking Backlog"
7374045105968,"AppSignal Pro's / Con's"
7372198505883,"✪ Dev Old Projects"
7372489900943,"Selling GO's"
7376000622526,"Add Keyword Domains as partner"
7392760001035,"A/B test voor MVP Booking proces"
7391376031371,"Kranten Lijst"
7389817262932,"ɟ Flickering Tests"
7399465831442,"ASQ Queries die met hulp van dev gefixt moeten worden"
7390836747956,"∴ Supply Tactical (previous)"
7421745082000,"≡ PG Commander feedback / ideas"
7429442305008,"Added VHS for all major regions/cities in DE"
7430559663580,"⌘ Demand Tactical"
7432355946708,"⌘ Marketing Tactical"
7429471776361,"✈ Met Blitzkrieg Adwords positieve ROI hebben gehaald"
7430979155190,"Phrase"
7476001077390,"NL nieuwsbrief users verstuurd"
7488421731381,"⌘ Marketplace Tactical"
7488381550770,"My Springest user recommendation page"
7488381550789,"Email outreach naar oud-aanvragers met Booking CTA"
7504590401459,"♲ ✈Pagina voor Trainer klaar"
7529469430797,"SEO CTR improved with the use of Event snippets"
7529469430800,"Converting Longtail traffic doubled by indexing 2 filters combinations"
7529469430806,"Rankings on Subjects improved with content automation"
7529469430809,"Branded Springest SERP Dominated"
7529469430834,"new marker to do list"
7529469430844,"MP BeQuan live"
7541691563167,"SOLR Agortimic Subject Quality Fix by CTR"
7541691563181,"PPC Tool Adspert getest"
7542170285453,"No deal opleiders brochures aanzetten om related te pushen"
7541691563217,"Performa Social media campagne"
7564065166770,"☁ ☁ Webseite des Jahres PR gedaan"
7573765975865,"adver"
7580120236272,"☁ Facturatie BE set up"
7586546148582,"Landingpages SEO campaign"
7591274337189,"Springest usability upgrade"
7606761659681,"≡ On site stuff"
7606614970723,"Things You Would Ask Vincent"
7636837895398,"Sanoma mediaplan & Ideas"
7635493471178,"≡ Prospects"
7626545902836,"alignment"
7635493471214,"≡ Social Media Ideas"
7631383543799,"✪ Marketing Projects [old]"
7636837895424,"Evaluatie Raven"
7667021637393,"≡ GTD / Asana / Kaizen Ideas"
7667021637462,"BTG Go sold"
7696846777241,"OpenSesame on .COM"
7712685422275,"☁ Google+ accounts voor NL & DE & UK verbeterd"
7744340785085,"Yasmin:"
7743661307650,"≡ US providers to look good"
7745109865133,"NL (zorg)opleiders toegevoegd"
7746376637638,"Eigen lead opvolging no deal providers tested"
7747225678586,"☯ Institute Reviews"
7749654284471,"glasa"
7749693816607,"Unsubscribe transactional mail mogelijk maken"
7749726017618,"Subject-->Training-->Form-->Conversion funnel in Mixpanel als try-out"
7744098305943,"--------------- Focus projects-----------------"
7744098305966,"----------------- HACKDAY ---------------------"
7744098305969,"-------------------Meetings------------------"
7749914219827,"☺ Infrastructure Roles"
7746376637805,"☺ Sales Roles"
7744437203208,"✪ Sales Projects"
7762861372653,"Vocational trainings meenemen voor .Com"
7768293318855,"≡ Mediapartner hitlist NL"
7766091036642,"Admin Bar"
7785704154538,"Random shit I did"
7798870083091,"Verbeterde input voor Startdates importer script (DE) "
